id_voto,id_animal_votante,id_local,id_candidato
1,609,2,60584
2,1058,2,60584
3,1228,2,89320
4,1282,2,89320
5,1833,2,60584
6,1907,3,60584
7,2017,3,89320
8,2085,3,89320
9,2803,3,60584
10,2843,3,60584
11,3212,4,60584
12,3629,4,89320
13,3933,4,60584
14,5750,4,60584
15,5929,4,60584
16,6313,5,89320
17,6371,5,60584
18,6895,5,60584
19,7155,5,89320
20,7370,5,89320
21,7693,5,60584
22,7889,5,60584
23,7899,5,89320
24,7948,5,60584
25,8650,5,60584
26,8654,5,89320
27,8703,5,60584
28,8814,6,60584
29,8969,6,60584
30,9502,6,60584
31,9681,6,89320
32,10282,7,60584
33,10399,7,60584
34,11033,7,89320
35,11350,8,89320
36,11599,9,89320
37,12053,9,60584
38,12285,9,60584
39,12492,9,60584
40,12656,9,60584
41,13148,9,60584
42,13149,9,89320
43,13207,9,60584
44,13835,10,89320
45,13926,10,89320
46,14100,10,60584
47,14145,10,60584
48,14924,10,89320
49,14927,10,60584
50,15842,10,89320
51,15943,10,60584
52,16666,10,60584
53,16785,10,89320
54,16799,11,60584
55,17841,11,89320
56,18096,11,89320
57,18434,11,89320
58,18715,11,89320
59,18759,11,89320
60,18790,11,89320
61,19054,11,60584
62,19746,11,60584
63,19939,11,60584
64,20013,11,60584
65,20435,11,89320
66,20579,11,89320
67,20652,11,60584
68,20796,11,89320
69,21090,11,89320
70,21934,11,89320
71,22275,11,89320
72,22588,11,89320
73,23118,11,89320
74,23200,12,89320
75,23475,12,89320
76,23743,12,60584
77,24146,12,89320
78,25166,12,60584
79,25896,12,60584
80,26049,12,60584
81,26406,12,60584
82,26837,12,89320
83,27202,12,89320
84,27332,12,89320
85,27676,12,60584
86,28157,12,89320
87,28463,12,89320
88,28504,12,89320
89,28559,12,89320
90,28618,12,60584
91,28712,13,89320
92,28748,13,89320
93,30025,13,89320
94,30254,13,60584
95,30445,14,60584
96,30707,14,89320
97,30925,15,60584
98,31093,15,89320
99,31373,15,89320
100,31577,15,60584
101,32235,16,89320
102,32626,16,89320
103,32759,16,60584
104,32976,16,89320
105,33337,16,60584
106,33758,16,60584
107,34655,16,89320
108,34674,16,89320
109,35047,16,89320
110,35130,16,89320
111,35899,16,89320
112,36521,17,60584
113,36633,17,89320
114,37258,17,89320
115,37829,17,89320
116,37859,17,60584
117,38161,17,89320
118,38513,17,60584
119,38878,17,89320
120,39238,17,89320
121,39482,17,60584
122,39727,17,89320
123,40049,17,89320
124,40153,17,60584
125,40252,17,60584
126,40520,17,89320
127,40807,17,60584
128,41199,17,60584
129,41276,17,60584
130,41296,17,60584
131,41335,17,60584
132,41438,18,89320
133,42076,18,60584
134,42277,18,60584
135,42654,18,60584
136,42893,18,60584
137,43473,18,60584
138,43689,18,89320
139,43879,19,60584
140,44011,19,89320
141,44210,19,89320
142,44227,19,89320
143,44310,19,60584
144,44525,19,60584
145,44587,19,60584
146,44590,19,60584
147,44908,20,89320
148,45663,20,89320
149,46669,20,60584
150,46904,21,60584
151,47058,21,89320
152,47121,21,89320
153,47315,21,89320
154,47515,21,60584
155,48214,21,89320
156,49424,21,89320
157,50987,21,60584
158,51397,21,60584
159,52214,21,89320
160,52970,21,89320
161,53328,21,60584
162,53422,21,89320
163,53592,22,60584
164,53619,22,89320
165,53802,23,60584
166,54366,24,60584
167,54452,24,89320
168,55389,25,89320
169,55455,25,60584
170,55914,25,60584
171,56540,25,89320
172,56647,25,60584
173,56766,25,60584
174,57802,25,60584
175,58386,25,89320
176,58527,25,89320
177,58681,26,89320
178,59477,26,60584
179,59517,26,89320
180,59721,26,60584
181,60407,26,60584
182,60980,26,89320
183,61080,26,89320
184,61159,26,89320
185,61768,26,60584
186,61775,26,60584
187,62837,26,89320
188,63188,26,89320
189,63238,26,89320
190,63256,26,60584
191,63650,26,60584
192,63942,26,60584
193,65066,26,60584
194,65284,26,60584
195,65449,26,89320
196,65459,26,60584
197,65714,26,60584
198,65995,26,89320
199,66207,26,89320
200,66440,27,60584
201,66540,27,60584
202,66983,27,60584
203,67584,27,60584
204,68292,27,89320
205,68476,27,89320
206,68751,28,60584
207,68765,28,89320
208,68943,28,89320
209,69530,28,89320
210,70177,28,89320
211,70377,28,89320
212,70602,28,60584
213,71090,28,60584
214,71171,28,60584
215,71516,28,60584
216,71783,29,89320
217,71935,29,60584
218,72025,30,89320
219,73581,30,89320
220,74912,30,60584
221,75227,30,89320
222,75334,30,89320
223,75696,30,89320
224,75922,30,60584
225,75990,30,60584
226,76139,30,89320
227,76303,31,60584
228,76651,31,89320
229,77848,32,60584
230,78214,32,89320
231,78328,33,89320
232,78406,34,89320
233,78451,34,89320
234,78549,34,60584
235,78693,35,60584
236,78921,35,60584
237,79174,35,89320
238,79279,35,60584
239,79534,35,89320
240,79810,35,89320
241,79918,35,89320
242,80528,35,89320
243,80597,35,60584
244,81063,35,89320
245,81129,35,89320
246,81435,36,60584
247,81493,36,60584
248,81892,36,89320
249,81954,36,60584
250,82130,36,60584
251,82190,36,60584
252,82256,36,89320
253,82344,36,89320
254,82714,36,60584
255,84429,36,60584
256,84587,36,89320
257,84946,36,89320
258,85081,36,60584
259,85346,36,60584
260,85790,37,89320
261,86130,38,89320
262,86141,38,60584
263,86350,38,89320
264,86820,38,89320
265,87170,38,89320
266,87461,38,89320
267,87885,38,60584
268,88023,38,60584
269,90291,38,89320
270,91039,38,89320
271,91819,38,60584
272,92103,38,89320
273,92255,38,89320
274,92292,38,60584
275,92570,38,89320
276,92574,38,60584
277,93063,38,89320
278,93532,38,89320
279,93701,38,60584
280,93746,38,60584
281,93931,38,60584
282,94108,38,89320
283,94169,39,60584
284,94176,39,60584
285,94450,39,60584
286,94648,39,60584
287,94968,39,89320
288,95216,39,60584
289,95220,39,60584
290,95255,39,60584
291,95851,40,60584
292,96057,40,89320
293,96169,40,60584
294,96293,40,89320
295,96956,40,60584
296,97201,40,60584
297,97682,41,89320
298,97790,41,89320
299,98034,41,89320
300,98608,41,60584
301,98641,41,89320
302,98888,42,89320
303,99432,42,89320
304,474,43,60584
305,757,43,89320
306,1397,43,60584
307,1658,43,89320
308,2989,43,89320
309,3104,43,89320
310,3321,43,60584
311,3392,43,89320
312,3440,43,89320
313,3781,44,89320
314,3911,44,60584
315,4050,44,89320
316,4282,44,60584
317,4445,44,60584
318,4716,44,89320
319,6630,44,60584
320,6712,44,89320
321,6733,44,60584
322,7271,44,60584
323,7478,44,60584
324,7724,44,89320
325,7735,44,89320
326,7892,44,89320
327,8200,45,89320
328,8353,45,89320
329,8361,45,89320
330,8437,45,89320
331,9391,45,89320
332,9745,45,89320
333,9875,45,89320
334,9947,45,60584
335,10010,45,60584
336,10335,45,60584
337,10911,45,60584
338,10985,45,89320
339,11250,45,89320
340,11720,45,89320
341,12038,45,89320
342,12702,45,89320
343,12713,45,89320
344,12928,45,60584
345,12981,45,89320
346,13289,45,89320
347,14016,45,89320
348,14170,45,89320
349,14312,45,89320
350,14490,45,60584
351,14525,45,89320
352,14531,45,60584
353,15317,45,60584
354,16190,45,89320
355,16230,45,60584
356,16455,45,89320
357,17155,45,89320
358,17404,45,89320
359,17433,45,60584
360,17455,45,89320
361,19091,45,60584
362,19144,46,60584
363,19147,46,89320
364,19544,46,89320
365,19700,46,60584
366,20102,46,60584
367,20277,46,60584
368,20581,46,60584
369,20745,46,60584
370,20754,46,89320
371,20867,46,60584
372,20954,46,60584
373,21531,46,89320
374,22544,46,60584
375,23676,46,60584
376,24261,46,60584
377,24594,46,89320
378,25525,46,89320
379,25774,46,89320
380,27008,46,60584
381,27084,46,60584
382,28250,47,60584
383,28334,47,89320
384,28563,47,60584
385,28917,47,60584
386,28937,47,89320
387,29346,48,60584
388,29692,48,89320
389,29697,48,89320
390,30733,48,60584
391,32506,48,89320
392,32858,48,60584
393,33177,48,60584
394,33366,48,89320
395,33548,48,89320
396,34036,49,89320
397,34258,49,89320
398,34398,49,89320
399,34549,50,89320
400,34600,50,60584
401,34622,50,60584
402,34725,50,89320
403,34928,50,89320
404,35845,51,60584
405,35857,51,60584
406,36385,51,89320
407,36498,52,60584
408,36531,53,60584
409,37379,53,60584
410,38111,53,89320
411,38607,53,89320
412,38954,53,89320
413,39033,54,89320
414,40107,54,60584
415,40328,54,89320
416,40351,55,89320
417,40481,55,60584
418,40643,55,89320
419,40991,55,60584
420,41026,55,89320
421,41078,55,89320
422,41906,55,60584
423,42084,55,60584
424,42530,56,89320
425,42551,56,89320
426,42575,56,89320
427,42588,56,60584
428,42740,56,60584
429,43415,56,60584
430,43657,56,60584
431,44191,56,89320
432,44362,56,60584
433,44708,56,89320
434,45113,56,60584
435,45252,56,60584
436,45814,56,60584
437,45967,56,89320
438,46225,56,89320
439,47293,56,89320
440,47690,56,89320
441,48648,56,60584
442,49205,56,89320
443,49540,56,89320
444,50938,56,89320
445,50993,56,89320
446,51098,56,89320
447,51214,56,60584
448,52127,56,89320
449,54103,56,60584
450,54507,56,89320
451,54724,56,89320
452,54759,56,89320
453,54822,56,89320
454,55665,56,60584
455,56320,56,89320
456,57179,56,60584
457,57435,56,89320
458,57899,56,89320
459,58124,56,89320
460,58187,56,60584
461,58297,56,60584
462,58371,56,89320
463,58382,56,60584
464,58467,56,60584
465,58602,56,60584
466,59943,56,60584
467,59973,57,60584
468,60219,57,60584
469,61345,57,89320
470,61415,57,60584
471,61470,57,89320
472,61835,57,60584
473,62126,57,89320
474,62471,57,60584
475,63109,57,60584
476,63149,58,89320
477,63483,58,60584
478,63524,58,89320
479,63661,58,60584
480,63673,58,60584
481,64262,58,89320
482,64857,58,89320
483,65557,58,60584
484,65876,59,89320
485,65950,59,60584
486,66062,59,60584
487,66722,59,89320
488,66935,60,89320
489,67190,60,89320
490,67334,60,89320
491,67354,60,60584
492,67554,61,89320
493,67687,61,60584
494,67929,61,60584
495,68512,61,89320
496,68688,61,89320
497,68920,62,89320
498,69150,62,89320
499,69298,62,89320
500,69743,63,89320
501,69807,63,89320
502,69852,63,60584
503,70101,63,60584
504,70162,63,89320
505,70440,63,89320
506,70629,63,60584
507,70925,63,60584
508,70959,63,60584
509,71555,63,89320
510,71605,63,60584
511,71757,63,60584
512,72519,63,89320
513,73257,63,89320
514,74153,63,60584
515,75218,63,60584
516,75813,63,89320
517,75946,63,60584
518,75999,63,60584
519,76218,63,60584
520,76342,63,89320
521,76433,63,89320
522,76544,63,89320
523,76601,63,60584
524,77373,63,60584
525,77523,63,60584
526,78036,63,89320
527,78444,63,60584
528,78459,63,60584
529,78510,63,60584
530,78994,63,89320
531,79192,63,60584
532,79363,63,89320
533,79852,63,60584
534,80440,63,60584
535,81022,63,60584
536,81438,63,89320
537,81624,63,89320
538,81687,63,89320
539,81831,63,89320
540,82348,64,89320
541,82612,64,89320
542,82732,64,89320
543,83161,64,89320
544,83870,64,89320
545,84966,64,60584
546,85065,64,89320
547,85705,64,60584
548,85906,64,60584
549,86010,64,60584
550,86255,64,89320
551,86800,64,60584
552,87099,64,89320
553,87350,64,60584
554,87758,64,60584
555,87781,64,60584
556,88153,64,60584
557,88434,64,89320
558,88557,65,89320
559,88692,65,89320
560,88916,65,60584
561,89320,65,89320
562,89396,66,60584
563,90125,66,89320
564,90319,66,89320
565,91659,66,89320
566,92200,66,60584
567,92734,67,60584
568,93908,67,60584
569,94748,67,89320
570,94802,67,89320
571,94894,67,89320
572,94919,67,60584
573,94945,67,89320
574,95378,67,60584
575,95616,67,60584
576,95641,67,60584
577,95982,68,60584
578,96429,68,60584
